"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13101","東京都","千代田区","外神田","秋葉原",5,280000000,"２ＬＤＫ",95,"2004年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","永田町","溜池山王",3,270000000,"２ＬＤＫ",120,"1977年","ＳＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田猿楽町","神保町",5,140000000,"２ＬＤＫ",60,"2018年","ＲＣ","","","商業","","","2025年第1四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,190000000,"２ＬＤＫ",70,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,110000000,"１ＬＤＫ",55,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",5,120000000,"２ＬＤＫ",85,"1985年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,250000000,"２ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,24000000,"１Ｋ",25,"1997年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",2,120000000,"１ＬＤＫ＋Ｓ",65,"1999年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",5,280000000,"２ＬＤＫ",85,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",5,160000000,"２ＬＤＫ",65,"2007年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下","",29000000,"１Ｋ",25,"2004年","鉄骨造","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",4,190000000,"１ＬＤＫ＋Ｓ",80,"2004年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","麹町",6,85000000,"１Ｒ",55,"1981年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",1,60000000,"１ＬＤＫ",50,"1979年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,200000000,"２ＬＤＫ",70,"2022年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,430000000,"３ＬＤＫ",95,"2018年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,200000000,"２ＬＤＫ",70,"2008年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,73000000,"１ＬＤＫ",55,"1977年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,530000000,"３ＬＤＫ",120,"2001年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,300000000,"２ＬＤＫ",90,"2001年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田小川町","淡路町",2,110000000,"１ＬＤＫ＋Ｓ",55,"2010年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田須田町","淡路町",2,86000000,"１ＬＤＫ",45,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田須田町","淡路町",2,280000000,"３ＬＤＫ",100,"2016年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田須田町","淡路町",1,200000000,"３ＬＤＫ",70,"2015年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田須田町","神田(東京)",2,29000000,"１Ｋ",25,"2005年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田須田町","神田(東京)",2,35000000,"１ＤＫ",35,"2005年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","外神田","湯島",3,76000000,"１ＬＤＫ",40,"2018年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","外神田","末広町(東京)",4,21000000,"１ＤＫ",30,"1975年","鉄骨造","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","外神田","秋葉原",5,160000000,"２ＬＤＫ",60,"2004年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","永田町","永田町",3,50000000,"１ＤＫ",35,"1978年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田猿楽町","水道橋",4,32000000,"１Ｋ",30,"2013年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田猿楽町","水道橋",6,31000000,"１Ｋ",25,"2013年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","飯田橋","飯田橋",3,45000000,"１ＬＤＫ",40,"1985年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","飯田橋","飯田橋",0,110000000,"２ＬＤＫ",55,"1984年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","飯田橋","九段下",4,250000000,"",85,"2003年","ＲＣ","住宅","","商業",80,500,"2025年第2四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","飯田橋","九段下",4,200000000,"２ＬＤＫ",70,"2003年","ＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","飯田橋","九段下",4,29000000,"１Ｋ",25,"2004年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","一番町","半蔵門",3,500000000,"３ＬＤＫ",95,"2019年","ＲＣ","住宅","住宅","２種住居",80,500,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","一番町","半蔵門",2,320000000,"３ＬＤＫ",120,"2001年","ＳＲＣ","住宅","","２種住居",80,500,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","岩本町",4,43000000,"１Ｋ",30,"2000年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","岩本町",10,31000000,"１Ｋ",20,"","","","住宅","","","","2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","岩本町",3,110000000,"",95,"2015年","ＳＲＣ","店舗","店舗","商業",80,600,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","小伝馬町",3,14000000,"１Ｋ",15,"1978年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","小伝馬町",3,20000000,"",25,"1978年","ＳＲＣ","住宅","住宅","商業",80,700,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","岩本町","小伝馬町",4,49000000,"１ＬＤＫ",40,"2006年","ＲＣ","住宅","住宅","商業",80,600,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","内神田","大手町(東京)",4,110000000,"１ＬＤＫ",35,"2022年","ＲＣ","住宅","住宅","商業",80,800,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","内神田","小川町(東京)",4,63000000,"１ＬＤＫ",40,"2014年","ＲＣ","住宅","住宅","商業",80,600,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",2,210000000,"",65,"2013年","ＳＲＣ","住宅","","商業",80,500,"2025年第1四半期","",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",2,460000000,"３ＬＤＫ",95,"2013年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",4,430000000,"２ＬＤＫ",80,"2013年","ＳＲＣ","住宅","住宅","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田小川町","小川町(東京)",3,12000000,"１Ｋ",15,"1980年","ＳＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田小川町","新御茶ノ水",4,15000000,"１Ｋ",15,"1982年","ＳＲＣ","住宅","事務所","商業",80,500,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田佐久間町","秋葉原",5,19000000,"１Ｋ",20,"2001年","ＳＲＣ","","住宅","商業",80,600,"2025年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13101","東京都","千代田区","神田猿楽町","神保町",5,140000000,"２ＬＤＫ",55,"2018年","ＲＣ","住宅","住宅","商業",80,600,"2025年第2四半期","未改装",""
